FTIR_substances
"['Unknown', 'Cocaine'] [] []"
"['MDMA', 'Unknown'] [] []"
"['Unknown', 'Methamphetamine', 'Cocaine'],['Cocaine', 'Unknown'] ['Unknown', 'Other', 'Other'],['Methamphetamine', 'MDA'] [],[]"
['MDMA'] [] []
"['Ketamine'] ['MDMA', 'Unknown'] []"
['Cocaine'] ['Ketamine'] []
['Cocaine'] [] []
['Ketamine'] [] []
['MDMA'] ['MDA'] []
"['Ketamine'] ['Ketamine'] ['MDMA', 'Unknown']"
['MDA'] [] []
['MDMA'] ['MDMA'] []
['MDMA'] [] []
['MDMA'] [] []
['MDMA'] [] []
['Cocaine'] [] []
['Ketamine'] [] []
['Cocaine'] [] []
"['Cocaine', 'Unknown'] ['LSD'] ['Ketamine', 'Methamphetamine']"
['MDMA'] ['Ketamine'] ['Cocaine']
['MDMA'] ['MDMA'] []
['MDMA'] ['Ketamine'] []
['Unknown'] [] []
"['MDMA', 'Unknown'] ['Ketamine'] []"
['MDMA'] [] []
['Cocaine'] [] []
"['MDMA'] ['Ketamine', 'Unknown'] []"
['MDMA'] [] []
['Ketamine'] [] []
"['Cocaine', 'Unknown', 'Other'] [] []"
['MDMA'] ['Ketamine'] ['Ketamine']
"['MDMA', 'Unknown'] ['Cocaine'] []"
['Cocaine'] [] []
"['MDMA', 'Other'] [] []"
['Cocaine'] ['MDMA'] []
['MDMA'] [] []
"['Ketamine'] ['Ketamine', 'Cocaine'] ['Cocaine']"
['MDMA'] [] []
"['MDMA'],['Unknown'] ['Ketamine'],[] ['Ketamine'],[]"
"['Unknown', 'Cocaine'] ['MDMA'] []"
['Unknown'] ['MDMA'] ['Ketamine']
['MDMA'] [] []
['Cocaine'] [] []
['Cocaine'] [] []
"['MDA'] ['Unknown', 'Ketamine'] []"
"['Cocaine', 'Other'] [] []"
['MDMA'] [] []
['MDMA'] [] []
['Ketamine'] [] []
"['MDMA', 'Unknown'] [] []"
['Cocaine'] ['MDA'] ['MDMA']
['MDMA'] [] []
['Ketamine'] ['MDA'] []
['Cocaine'] [] []
['MDMA'] [] []
"['MDMA', 'Unknown'] [] []"
"['Cocaine', 'Unknown'] ['Ketamine'] []"
['Unknown'] [] []
['MDMA'] [] []
"['Ketamine', 'MDMA', 'Unknown'] ['MDMA', 'Other'] []"
['Ketamine'] ['MDMA'] []
"['Ketamine'] ['Unknown', 'Cocaine', 'Unknown'] []"
"['Cocaine'] ['Cocaine'] ['Unknown', 'Cocaine']"
['Ketamine'] [] []
"['Cocaine', 'Unknown'] ['Ketamine'] []"
['Cocaine'] [] []
['MDMA'] [] []
['Ketamine'] [] []
"['Ketamine', 'Unknown', 'Other'] [] []"
['MDMA'] [] []
"['Cocaine'] ['Ketamine'] ['Cocaine', 'Unknown']"
['MDMA'] [] []
[] ['MDMA'] ['MDMA']
['Cocaine'] ['Ketamine'] []
['MDMA'] [] []
"['MDMA', 'Unknown'] ['Ketamine'] ['MDMA']"
"['Unknown', 'Cocaine'] [] []"
"['Unknown', 'Unknown', 'Other'] ['MDMA', 'Other'] ['Ketamine', 'Other']"
['Cocaine'] [] []
"[] ['MDMA'] ['MDMA', 'Ketamine']"
['MDMA'] [] []
"['Unknown'],['Cocaine'] ['Ketamine'],['Ketamine', 'Unknown'] ['MDMA'],['MDMA']"
"['MDMA'],['MDA'] ['MDA'],[] ['MDMA'],[]"
"['MDA'] ['Cocaine', 'Unknown', 'Unknown'] ['MDA']"
"['MDMA'] ['Ketamine', 'Unknown'] ['Unknown']"
['Unknown'] [] []
['MDMA'] [] []
['MDMA'] [] []
['Ketamine'] ['Ketamine'] []
['Cocaine'] ['MDMA'] []
"['MDMA', 'Unknown', 'Unknown'] [] []"
"['MDMA'],[] ['MDMA'],[] ['Cocaine', 'Unknown'],[]"
"['MDMA', 'MDA'] ['Ketamine'] ['Cocaine', 'Unknown']"
['Ketamine'] [] []
['MDMA'] [] []
"['MDMA'] ['MDMA', 'Unknown'] []"
"['MDA'] ['Ketamine'] ['Cocaine', 'Unknown', 'Unknown']"
['MDMA'] [] []
['MDA'] [] []
['Ketamine'] ['Cocaine'] ['MDA']
['Cocaine'] ['MDMA'] []
['MDMA'] [] []
"['MDA', 'MDMA', 'Unknown'] ['Ketamine'] []"
"['Ketamine'] ['Cocaine', 'Unknown'] []"
['Ketamine'] ['Methamphetamine'] []
['MDMA'] ['MDA'] ['Other']
['Unknown'] ['MDMA'] ['Ketamine']
['MDMA'] ['MDMA'] []
"['MDMA', 'Unknown'] ['Cocaine'] ['Ketamine']"
['Ketamine'] [] []
['MDMA'] ['Cocaine'] []
"['Cocaine', 'Unknown'] [] []"
['MDA'] ['MDMA'] []
['MDMA'] ['MDMA'] []
"['Cocaine', 'Methamphetamine'] [] []"
"['MDMA'],[] [],[] [],[]"
['MDMA'] [] []
"['Cocaine', 'Unknown'] [] []"
"['Ketamine', 'Unknown', 'Other'] ['Cocaine', 'Unknown', 'Unknown'] []"
"['Cocaine'],[] ['Cocaine', 'Unknown'],['Ketamine'] ['Ketamine'],[]"
['MDMA'] [] []
"['MDMA'],[] ['MDMA'],[] [],[]"
"['MDMA'],['Unknown', 'Other'] ['Ketamine'],[] ['Cocaine'],[]"
"['MDMA', 'Unknown'],['Cocaine', 'Unknown', 'Unknown', 'Unknown'] ['MDMA'],['Ketamine', 'Unknown'] ['Cocaine', 'Unknown'],[]"
"['Unknown', 'MDMA', 'Unknown'] [] []"
"['Methamphetamine'],[] ['Unknown', 'Cocaine'],[] ['Unknown', 'Cocaine'],[]"
['Ketamine'] [] []
"['MDMA', 'Other'] [] []"
['MDMA'] ['MDMA'] []
['MDA'] ['MDMA'] []
"['Ketamine', 'Other'] ['Unknown', 'Unknown'] []"
"['MDMA', 'Unknown'] [] []"
['Ketamine'] [] []
['MDMA'] [] []
"['Unknown', 'Unknown', 'Unknown'] ['Unknown', 'Other'] []"
['Ketamine'] [] []
['Unknown'] [] []
['Cocaine'] ['MDMA'] []
['Ketamine'] [] []
"['Ketamine', 'Unknown'] ['Ketamine', 'Unknown'] ['Ketamine', 'Other']"
"['Ketamine'],['Ketamine', 'Unknown'] ['Ketamine', 'Unknown'],['Unknown', 'Unknown'] ['Ketamine'],['Ketamine']"
['Ketamine'] [] []
['MDMA'] [] []
['MDMA'] [] []
"['Ketamine', 'Unknown'] ['MDMA'] ['Ketamine', 'Unknown']"
"['MDMA', 'Unknown'] ['MDMA', 'Unknown'] ['Methamphetamine']"
"['MDMA'] ['Ketamine', 'Unknown'] ['MDMA']"
"['MDA', 'Unknown', 'Unknown'] [] []"
['Other'] [] []
"['MDMA'] ['Unknown', 'Cocaine'] ['Ketamine', 'Cocaine']"
"['MDMA', 'Unknown'] [] []"
['MDMA'] [] []
['MDMA'] [] []
['MDMA'] ['Ketamine'] []
['Ketamine'] ['Cocaine'] []
